x1,x2,x3,x4,target
-0.16994643489435457,0.03913725538949764,-0.03527978666075379,-0.023236449445833984,0
-0.11581655549709327,0.035176280050822926,-0.067379056340703,0.9931609424115675,1
-0.002324223689096684,0.09105334054807993,0.9198953328941981,-0.03949827510511501,1
0.17216611061365206,-0.17311165516061466,0.964354095306581,0.9301906161961687,0
-0.011365860550528193,0.9301468224500272,-0.024092536785631228,0.13883428223427852,1
-0.058068548659170396,1.016482501400606,0.030171153866545675,0.8656332112324949,0
-0.07530636396870832,1.0446737229607717,0.9819864021791587,0.07724977232157523,0
-0.017169132297721556,1.0237934334866081,1.1173043737625095,1.0999779847697755,1
0.9970167660643181,-0.006336793165007054,-0.007253202058154419,-0.057137255896133526,1
0.8706512141157348,-0.11312545744131573,-0.11893348559453915,1.02725743784607,0
1.1060262359500896,0.012302049548689513,1.153931623830597,0.03143451583087103,0
1.012314645414316,0.025455389766341346,1.2196762188829795,1.1179540411015132,1
0.9747847205577752,1.0383224621304885,0.023123373723059833,-0.10858129672170079,0
1.0009234857610698,0.988573605845791,0.045674648996240824,1.0117197394755522,1
0.8533030172836601,0.9896367173671843,0.8606156854517483,0.05523814717822061,1
0.9831130158362843,0.9616816141857915,1.0913574275029043,1.0229837136711653,0
